UserID,Age,Gender,SweetLike,MentholLike,PodsPerWeek,SubscribeIntent,FlavourFamilies,PurchaseChannel
493,26,Female,1,4,6,1,"Menthol,Beverage",Online
494,44,Male,2,3,3,1,Fruity,Retail
495,19,Male,2,1,2,1,"Tobacco,Menthol",Lounge
496,22,Female,5,5,12,1,"Tobacco,Dessert,Fruity",Online
497,46,Female,1,5,7,1,"Beverage,Menthol",Online
498,54,Male,4,1,12,0,"Tobacco,Spice",Online
499,36,Male,3,1,12,1,Dessert,Online
500,25,Female,1,5,12,1,"Tobacco,Menthol",Lounge
501,18,Male,2,3,11,1,"Fruity,Dessert",Online
502,39,Female,5,5,1,0,Fruity,Online
503,34,Male,5,1,3,1,"Spice,Dessert",Retail
504,24,Male,3,4,12,1,Spice,Retail
505,42,Female,5,2,11,0,Fruity,Online
506,21,Male,5,4,4,1,Tobacco,Retail
507,53,Male,1,4,13,0,Fruity,Retail
508,23,Male,4,1,14,0,"Beverage,Dessert",Lounge
509,48,Male,3,5,1,0,Menthol,Retail
510,36,Female,1,3,5,0,Spice,Retail
511,44,Male,4,4,10,1,"Menthol,Beverage,Fruity",Online
512,27,Female,1,5,3,0,"Dessert,Spice",Online
513,43,Female,1,3,2,0,"Spice,Menthol",Retail
514,36,Female,5,4,3,0,"Beverage,Menthol",Lounge
515,20,Male,4,3,8,0,"Beverage,Tobacco",Retail
516,30,Male,3,5,6,0,Beverage,Lounge
517,45,Female,3,2,13,1,"Dessert,Fruity,Spice",Online
518,37,Female,4,5,14,0,Spice,Retail
519,45,Male,5,1,7,1,"Spice,Tobacco",Retail
520,25,Male,2,3,12,1,Fruity,Retail
521,18,Male,1,2,6,0,"Spice,Fruity",Online
522,20,Female,5,3,6,1,"Beverage,Tobacco",Online
523,30,Female,4,3,12,0,"Tobacco,Spice",Retail
524,45,Female,1,4,3,0,Tobacco,Online
525,42,Female,3,1,12,0,"Menthol,Fruity",Lounge
526,50,Female,2,3,13,0,"Dessert,Beverage,Fruity",Online
527,23,Male,3,5,14,1,"Fruity,Beverage,Menthol",Retail
528,49,Male,4,5,8,1,Beverage,Retail
529,38,Male,1,4,12,0,Fruity,Retail
530,33,Male,4,1,7,1,"Dessert,Spice,Beverage",Online
531,38,Female,1,1,7,0,"Fruity,Beverage",Lounge
532,28,Male,5,5,6,1,"Menthol,Fruity",Retail
533,54,Male,2,2,5,0,"Beverage,Dessert,Spice",Online
534,53,Male,5,4,10,0,"Menthol,Tobacco,Fruity",Retail
535,52,Male,5,4,8,0,"Menthol,Spice",Online
536,36,Male,4,5,5,0,"Menthol,Beverage",Online
537,37,Male,2,5,9,1,Beverage,Online
538,35,Female,1,2,9,1,"Spice,Dessert",Retail
539,31,Male,1,2,1,0,Spice,Online
540,32,Female,3,1,6,1,Dessert,Retail
541,48,Male,1,4,7,1,Dessert,Online
542,18,Male,4,4,3,1,Dessert,Online
543,20,Male,5,5,7,0,"Menthol,Spice",Lounge
544,33,Female,5,1,11,0,"Menthol,Tobacco",Retail
545,40,Female,5,4,11,1,"Tobacco,Menthol",Lounge
546,28,Male,2,1,7,1,Spice,Online
547,29,Male,1,1,14,0,"Menthol,Spice,Dessert",Online
548,27,Female,4,5,13,0,Beverage,Retail
549,49,Male,2,1,11,0,"Dessert,Beverage",Retail
550,33,Male,3,2,2,1,"Dessert,Spice,Menthol",Online
551,25,Female,4,2,7,1,"Fruity,Tobacco",Online
552,29,Female,4,3,1,0,"Tobacco,Fruity",Retail
553,41,Male,4,5,5,1,"Menthol,Dessert,Tobacco",Online
554,45,Female,5,3,9,1,Dessert,Retail
555,25,Female,4,2,7,1,"Spice,Menthol",Online
556,45,Male,1,3,7,1,"Tobacco,Beverage",Online
557,53,Female,4,5,11,1,Fruity,Lounge
558,43,Female,5,5,13,0,"Tobacco,Beverage,Dessert",Online
559,25,Male,4,1,12,1,"Menthol,Dessert,Beverage",Online
560,45,Male,3,4,2,0,"Tobacco,Fruity",Retail
561,45,Male,3,1,8,0,Dessert,Online
562,54,Female,5,5,3,0,Tobacco,Online
563,53,Male,1,2,8,0,"Beverage,Spice",Retail
564,44,Female,1,2,3,0,Spice,Online
565,34,Female,2,1,10,0,"Menthol,Tobacco",Online
566,26,Male,5,5,7,1,"Tobacco,Spice",Online
567,50,Female,4,2,2,0,"Beverage,Menthol",Retail
568,37,Male,5,5,4,1,"Dessert,Spice",Retail
569,30,Female,2,2,11,0,"Dessert,Spice",Retail
570,45,Female,5,5,6,1,Menthol,Online
571,46,Male,5,3,11,1,Spice,Retail
572,30,Male,2,5,9,0,"Tobacco,Spice",Lounge
573,52,Male,1,5,5,1,"Menthol,Tobacco",Online
574,23,Male,4,1,13,1,"Menthol,Tobacco",Retail
575,35,Male,2,3,9,1,"Spice,Tobacco",Retail
576,22,Male,3,4,5,1,"Dessert,Beverage,Tobacco",Retail
577,42,Other,1,1,10,1,Fruity,Lounge
578,19,Male,3,4,8,1,Tobacco,Online
579,27,Male,1,2,13,0,Fruity,Online
580,47,Female,4,4,13,0,"Fruity,Dessert",Online
581,22,Male,4,5,1,1,"Dessert,Fruity",Online
582,50,Other,5,4,7,0,"Fruity,Dessert,Tobacco",Online
583,18,Female,3,1,4,1,"Beverage,Dessert",Retail
584,35,Female,1,1,5,0,"Beverage,Dessert,Spice",Online
585,49,Male,4,4,6,1,"Dessert,Tobacco,Fruity",Online
586,28,Male,2,1,5,1,Tobacco,Retail
587,38,Male,4,1,12,0,"Fruity,Tobacco",Online
588,43,Female,2,4,1,0,"Dessert,Menthol",Lounge
589,42,Male,1,3,12,1,Fruity,Retail
590,39,Male,4,3,9,1,"Spice,Menthol",Online
591,44,Other,4,2,2,0,"Tobacco,Beverage",Online
592,30,Male,1,1,9,0,Menthol,Online
593,50,Male,4,4,10,1,"Spice,Dessert",Retail
594,51,Male,2,1,2,1,"Dessert,Spice",Online
595,52,Other,4,5,9,0,Dessert,Retail
596,18,Male,3,1,6,0,"Beverage,Spice",Retail
597,38,Female,5,1,11,1,Dessert,Online
598,23,Female,2,3,9,0,"Menthol,Beverage",Retail
599,45,Male,3,4,13,0,Beverage,Online
600,34,Female,1,1,6,1,"Tobacco,Beverage,Dessert",Lounge
601,22,Male,2,3,6,0,"Fruity,Tobacco",Online
602,48,Male,5,2,13,1,Beverage,Retail
603,22,Female,5,3,11,0,"Spice,Menthol",Online
604,20,Female,1,3,14,1,"Fruity,Dessert",Retail
605,40,Female,1,3,2,1,"Tobacco,Spice",Online
606,54,Male,2,1,8,0,"Dessert,Beverage",Online
607,54,Male,4,1,3,1,"Dessert,Beverage",Retail
608,27,Male,1,2,7,0,Spice,Online
609,27,Male,4,5,5,1,Tobacco,Retail
610,36,Male,3,5,3,1,"Beverage,Fruity",Retail
611,34,Male,5,5,1,0,"Spice,Beverage",Online
612,38,Male,4,2,8,0,Beverage,Online
613,31,Male,5,5,3,0,"Fruity,Dessert,Beverage",Online
614,26,Male,4,5,2,1,Menthol,Retail
615,18,Male,3,3,1,0,"Beverage,Fruity",Online
616,30,Female,1,1,4,0,Tobacco,Online
617,21,Male,3,1,13,0,Dessert,Online
618,18,Female,1,3,8,0,"Menthol,Beverage,Fruity",Online
619,49,Female,1,3,13,1,Beverage,Lounge
620,51,Male,5,3,3,0,"Fruity,Spice",Online
621,45,Female,3,1,14,1,Spice,Retail
622,48,Female,4,5,1,0,"Dessert,Tobacco",Retail
623,25,Female,3,3,4,0,"Dessert,Beverage,Tobacco",Retail
624,43,Male,5,2,9,1,Menthol,Online
625,51,Male,1,3,13,1,"Beverage,Menthol,Spice",Retail
626,20,Male,5,4,1,1,"Spice,Tobacco",Retail
627,29,Male,2,3,12,0,"Menthol,Spice",Online
628,18,Female,2,1,14,0,"Fruity,Spice",Online
629,22,Female,4,3,11,1,"Tobacco,Spice,Fruity",Online
630,47,Male,5,4,2,0,Menthol,Online
631,47,Female,4,2,9,0,Beverage,Online
632,34,Male,4,5,2,1,"Beverage,Fruity,Spice",Retail
633,40,Male,2,3,13,1,"Beverage,Dessert",Online
634,32,Female,4,4,3,1,Menthol,Online
635,54,Male,2,4,7,1,"Dessert,Fruity",Retail
636,38,Male,1,2,3,1,"Menthol,Beverage",Online
637,31,Male,5,1,9,0,"Spice,Tobacco",Retail
638,19,Male,4,3,6,0,Beverage,Online
639,28,Female,2,4,3,1,"Beverage,Fruity",Lounge
640,51,Female,3,2,9,1,Menthol,Online
641,51,Female,4,5,1,0,"Fruity,Tobacco",Retail
642,35,Female,1,4,10,0,"Dessert,Spice,Tobacco",Retail
643,47,Male,1,2,3,0,"Menthol,Beverage",Online
644,32,Male,3,1,1,1,Tobacco,Online
645,44,Female,2,1,2,0,Tobacco,Retail
646,51,Male,4,4,12,0,"Fruity,Dessert",Online
647,50,Female,2,4,8,1,"Beverage,Menthol",Retail
648,41,Female,1,3,7,1,Spice,Lounge
649,32,Male,2,2,2,0,"Spice,Beverage",Online
650,47,Female,1,4,2,1,Tobacco,Online
651,34,Female,2,3,9,1,Beverage,Online
652,22,Female,3,3,13,0,Dessert,Online
653,46,Male,5,4,13,0,Dessert,Retail
654,21,Male,3,1,6,0,Spice,Retail
655,27,Male,3,2,5,0,"Fruity,Tobacco",Online
656,34,Male,5,2,10,1,"Dessert,Tobacco,Menthol",Online
657,27,Male,5,1,6,0,"Menthol,Beverage",Online
658,34,Female,4,4,9,1,Menthol,Online
659,37,Male,4,2,11,0,Fruity,Retail
660,41,Female,3,4,7,0,Dessert,Online
661,22,Female,3,4,10,1,Spice,Retail
662,51,Female,1,3,10,0,"Beverage,Spice",Retail
663,23,Male,1,1,14,0,"Dessert,Fruity",Retail
664,19,Female,4,4,9,0,Tobacco,Online
665,30,Male,4,5,4,0,Spice,Retail
666,28,Male,1,1,2,1,Tobacco,Retail
667,40,Female,1,2,12,0,Menthol,Retail
668,33,Male,2,3,8,1,"Fruity,Beverage",Online
669,48,Male,2,2,4,1,Beverage,Online
670,28,Female,1,2,13,0,"Tobacco,Fruity",Retail
671,33,Male,2,1,9,0,"Menthol,Tobacco",Online
672,25,Male,5,2,4,1,"Dessert,Tobacco,Fruity",Online
673,21,Male,4,4,8,1,"Tobacco,Spice,Fruity",Lounge
674,21,Female,4,2,9,0,"Spice,Fruity",Online
675,42,Female,1,3,13,1,Dessert,Online
676,20,Male,3,3,9,0,"Beverage,Fruity",Online
677,49,Male,1,5,10,1,"Beverage,Fruity",Retail
678,20,Male,2,3,4,0,Fruity,Online
679,44,Male,3,2,1,1,"Dessert,Tobacco",Retail
680,46,Female,2,3,3,1,"Tobacco,Beverage,Dessert",Online
681,49,Male,5,1,9,0,"Dessert,Spice",Online
682,36,Male,2,3,4,0,Tobacco,Retail
683,38,Female,5,4,5,0,Dessert,Online
684,22,Female,5,1,7,1,"Menthol,Tobacco",Lounge
685,35,Female,2,5,5,0,Tobacco,Online
686,45,Male,2,4,4,0,"Beverage,Spice",Online
687,39,Male,5,2,2,1,"Beverage,Dessert",Online
688,38,Male,3,2,2,1,Beverage,Online
689,23,Male,5,2,13,1,"Spice,Beverage,Menthol",Lounge
690,18,Female,4,4,13,1,"Tobacco,Beverage",Retail
691,22,Female,5,4,4,0,Fruity,Online
692,29,Female,3,4,10,1,"Fruity,Tobacco",Retail
693,43,Female,4,1,13,0,"Tobacco,Spice",Retail
694,51,Male,1,1,10,0,"Fruity,Spice",Online
695,31,Female,1,2,13,1,"Tobacco,Menthol,Beverage",Online
696,43,Male,3,3,9,1,"Menthol,Fruity",Lounge
697,44,Male,5,2,8,0,"Beverage,Fruity,Tobacco",Lounge
698,26,Male,2,5,3,1,"Menthol,Fruity",Lounge
699,43,Male,3,1,14,0,"Spice,Menthol",Retail
700,39,Male,4,4,9,0,"Dessert,Spice,Menthol",Retail
701,47,Other,4,1,14,1,"Spice,Dessert",Online
702,34,Male,1,4,5,0,Tobacco,Online
703,43,Male,4,5,11,0,"Beverage,Fruity",Online
704,53,Male,3,5,3,1,"Dessert,Beverage",Retail
705,18,Female,4,1,5,1,Tobacco,Retail
706,25,Female,3,4,13,0,"Tobacco,Beverage,Fruity",Retail
707,52,Female,2,5,10,1,Spice,Lounge
708,32,Male,1,2,13,1,Beverage,Retail
709,39,Female,4,2,4,1,"Spice,Dessert,Tobacco",Lounge
710,31,Male,3,4,8,1,"Menthol,Fruity",Online
711,43,Female,5,1,13,0,Beverage,Retail
712,45,Female,1,5,12,0,"Fruity,Beverage",Retail
713,40,Male,2,1,5,0,"Dessert,Spice",Online
714,31,Male,3,2,10,1,Dessert,Lounge
715,41,Male,2,5,12,1,"Tobacco,Menthol,Dessert",Retail
716,19,Male,2,1,8,1,"Menthol,Beverage",Online
717,43,Male,4,3,9,1,"Dessert,Fruity",Online
718,31,Female,4,4,4,0,"Beverage,Menthol",Retail
719,24,Male,3,4,7,0,"Spice,Dessert",Retail
720,20,Male,5,3,2,0,Spice,Lounge
721,40,Male,3,2,6,0,Dessert,Online
722,35,Male,5,5,8,0,"Dessert,Spice",Online
723,52,Female,2,4,12,0,"Menthol,Tobacco,Beverage",Online
724,32,Male,1,3,7,1,Dessert,Online
725,42,Female,3,3,7,1,"Dessert,Fruity",Online
726,54,Female,3,2,8,1,"Menthol,Tobacco,Spice",Lounge
727,45,Female,5,2,7,1,Beverage,Online
728,27,Female,2,1,5,0,Beverage,Online
729,34,Male,2,4,7,1,Tobacco,Online
730,39,Female,5,1,13,1,"Tobacco,Fruity",Online
731,43,Male,2,3,14,1,Menthol,Retail
732,42,Male,4,5,10,0,"Spice,Beverage",Retail
733,34,Female,1,5,3,0,"Fruity,Menthol",Retail
734,30,Female,3,2,5,0,"Dessert,Menthol",Online
735,37,Female,1,5,7,1,Spice,Online
736,42,Male,3,5,9,1,"Menthol,Dessert",Online
737,21,Male,4,5,2,1,"Spice,Dessert",Online
738,27,Female,2,3,4,0,"Menthol,Dessert,Fruity",Retail
739,20,Male,5,5,12,1,"Menthol,Spice,Tobacco",Online
740,35,Female,4,5,7,1,"Spice,Tobacco",Retail
741,53,Female,1,5,1,0,"Dessert,Menthol",Online
742,39,Male,5,1,13,0,Spice,Retail
743,51,Male,2,3,2,1,Spice,Lounge
744,25,Male,4,2,9,0,Menthol,Retail
745,36,Male,5,1,13,1,"Menthol,Beverage",Retail
746,54,Female,4,4,10,1,Dessert,Lounge
747,23,Male,4,3,7,1,Beverage,Retail
748,43,Female,2,3,12,1,"Beverage,Menthol,Fruity",Online
749,51,Male,3,4,10,1,Spice,Online
750,23,Other,5,4,7,1,Fruity,Retail
751,54,Male,2,4,6,0,Spice,Retail
752,50,Male,4,2,3,0,"Dessert,Menthol",Online
753,39,Male,2,5,10,0,"Beverage,Tobacco",Online
754,38,Female,3,3,3,1,Beverage,Lounge
755,23,Female,5,5,2,0,"Beverage,Dessert",Online
756,23,Female,3,5,11,0,"Dessert,Tobacco",Online
757,21,Male,1,4,6,0,"Spice,Beverage,Dessert",Online
758,47,Male,5,2,4,1,"Tobacco,Menthol,Beverage",Retail
759,28,Male,3,1,5,1,"Beverage,Spice,Menthol",Online
760,47,Male,4,2,3,1,"Beverage,Fruity",Retail
761,48,Male,5,5,6,1,Spice,Online
762,41,Other,5,2,11,1,Spice,Retail
763,26,Other,2,4,12,1,Beverage,Retail
764,20,Female,4,1,3,1,"Spice,Fruity",Online
765,48,Female,1,4,14,1,"Tobacco,Fruity,Dessert",Online
766,54,Male,3,1,14,0,"Beverage,Menthol",Online
767,53,Male,2,5,8,1,Menthol,Online
768,41,Male,3,1,9,0,"Beverage,Menthol",Retail
769,48,Female,1,1,4,0,"Beverage,Dessert,Fruity",Online
770,23,Male,1,1,9,1,"Fruity,Spice",Retail
771,19,Male,5,2,12,0,"Dessert,Beverage,Fruity",Online
772,37,Male,1,2,7,0,"Fruity,Dessert,Menthol",Online
773,45,Male,3,5,3,1,"Fruity,Beverage,Dessert",Online
774,28,Female,4,1,7,0,"Tobacco,Beverage",Retail
775,21,Female,4,3,14,1,"Dessert,Spice",Online
776,32,Male,5,5,1,1,Beverage,Retail
777,23,Other,3,1,3,1,Fruity,Online
778,47,Female,3,1,6,1,"Fruity,Dessert",Online
779,19,Male,1,2,4,1,Fruity,Retail
780,32,Male,3,5,7,1,"Menthol,Fruity,Dessert",Retail
781,28,Male,2,1,14,1,Menthol,Online
782,25,Male,1,1,3,1,"Tobacco,Dessert,Menthol",Retail
783,43,Female,2,5,1,1,Dessert,Online
784,22,Male,5,3,9,1,Menthol,Retail
785,23,Female,4,5,6,0,"Spice,Tobacco,Dessert",Retail
786,43,Male,5,5,8,0,Tobacco,Retail
787,21,Male,4,3,3,1,Fruity,Retail
788,36,Male,5,5,8,0,Fruity,Online
789,37,Male,3,1,2,0,"Beverage,Menthol",Retail
790,50,Male,2,5,12,1,Tobacco,Online
791,37,Female,4,3,4,0,"Fruity,Tobacco",Online
792,29,Male,1,4,3,0,"Fruity,Menthol",Online
793,18,Female,2,5,10,1,"Fruity,Beverage",Lounge
794,43,Male,1,2,1,1,"Tobacco,Spice",Retail
795,31,Male,2,1,13,0,"Beverage,Dessert",Online
796,54,Male,2,1,13,1,Fruity,Retail
797,28,Female,5,2,7,1,"Spice,Menthol,Fruity",Retail
798,53,Male,4,2,11,0,Fruity,Online
799,30,Male,4,5,10,0,"Fruity,Tobacco",Online
800,20,Male,2,2,2,1,"Dessert,Spice",Retail
801,50,Male,3,4,4,1,"Menthol,Fruity,Tobacco",Online
802,23,Male,3,3,9,1,"Menthol,Tobacco",Online
803,27,Male,1,2,6,1,Spice,Retail
804,22,Female,1,2,8,1,"Spice,Tobacco",Lounge
805,40,Female,5,4,2,0,"Dessert,Menthol",Retail
806,27,Male,2,1,7,1,Menthol,Retail
807,19,Male,1,1,6,0,"Tobacco,Spice",Online
808,30,Other,1,5,13,1,"Dessert,Beverage",Online
809,19,Female,2,4,14,1,"Beverage,Tobacco,Fruity",Retail
810,37,Male,5,3,9,0,"Beverage,Menthol",Online
811,18,Female,1,3,7,1,Beverage,Retail
812,54,Male,5,4,1,0,Menthol,Online
813,26,Male,4,3,14,0,"Dessert,Spice,Beverage",Online
814,34,Female,5,1,8,1,"Tobacco,Beverage,Dessert",Online
815,26,Male,3,3,11,0,Spice,Lounge
816,28,Other,3,3,10,1,Beverage,Online
817,32,Female,5,4,3,0,"Tobacco,Menthol",Online
818,41,Male,3,4,14,1,Fruity,Online
819,52,Male,4,3,2,1,Fruity,Retail
820,47,Male,2,2,12,1,Spice,Online
821,48,Male,3,4,3,1,Tobacco,Online
822,22,Female,3,5,11,1,"Menthol,Spice",Online
823,31,Male,5,5,6,0,"Dessert,Beverage",Retail
824,28,Male,4,1,13,0,Tobacco,Online
825,26,Female,2,3,14,0,Menthol,Online
826,51,Male,5,2,3,0,Spice,Online
827,29,Female,5,1,10,1,"Dessert,Fruity",Retail
828,52,Male,4,3,5,0,Beverage,Retail
829,52,Other,2,4,6,1,"Spice,Beverage",Online
830,18,Male,4,5,8,1,"Tobacco,Spice",Lounge
831,39,Male,2,2,7,0,Fruity,Lounge
832,46,Male,4,5,14,1,Menthol,Online
833,25,Male,5,4,11,0,Menthol,Retail
834,28,Female,5,3,8,1,"Tobacco,Menthol",Retail
835,54,Female,1,4,3,0,"Beverage,Menthol,Spice",Retail
836,31,Female,3,4,4,1,Menthol,Online
837,47,Male,4,5,6,1,"Tobacco,Fruity,Menthol",Online
838,52,Male,1,2,11,0,Fruity,Online
839,38,Male,3,4,7,0,"Dessert,Beverage,Tobacco",Retail
840,54,Female,4,5,9,1,"Beverage,Menthol",Online
841,22,Female,2,2,13,0,"Fruity,Beverage",Online
842,36,Male,3,3,1,1,"Menthol,Dessert",Online
843,31,Male,5,3,13,1,"Spice,Dessert",Online
844,43,Male,1,1,8,0,"Dessert,Fruity,Beverage",Retail
845,21,Female,3,5,8,1,"Tobacco,Menthol",Online
846,42,Female,3,2,6,1,"Dessert,Spice",Online
847,42,Female,5,4,4,1,Beverage,Lounge
848,35,Male,4,3,3,1,Spice,Online
849,25,Male,2,2,11,0,"Spice,Dessert,Menthol",Retail
850,31,Female,5,5,3,0,"Menthol,Dessert",Online
851,49,Female,2,1,6,1,"Menthol,Fruity",Online
852,50,Male,4,3,13,1,"Spice,Dessert",Retail
853,40,Female,3,2,8,0,"Spice,Menthol,Tobacco",Retail
854,32,Female,2,2,7,1,"Beverage,Spice",Online
855,50,Female,1,2,11,0,"Spice,Dessert",Lounge
856,42,Female,1,5,1,0,"Fruity,Dessert",Lounge
857,34,Male,5,5,11,1,Beverage,Lounge
858,50,Male,4,5,6,0,Spice,Online
859,19,Male,5,4,7,1,"Beverage,Menthol,Fruity",Online
860,31,Female,5,2,12,0,Dessert,Retail
861,23,Female,5,3,7,1,"Fruity,Menthol,Dessert",Retail
862,23,Female,1,5,9,0,Dessert,Online
863,20,Male,1,5,11,1,Beverage,Retail
864,24,Female,5,2,11,1,"Tobacco,Dessert,Spice",Online
865,25,Female,1,5,10,0,"Beverage,Menthol",Online
866,32,Female,4,4,5,1,Beverage,Online
867,46,Female,5,4,1,0,"Beverage,Dessert",Retail
868,50,Female,1,5,2,0,"Tobacco,Fruity",Online
869,47,Male,2,2,4,1,"Tobacco,Dessert",Retail
870,44,Male,5,2,5,0,Spice,Retail
871,53,Male,5,2,9,1,"Fruity,Dessert,Menthol",Retail
872,46,Male,4,1,11,1,"Beverage,Dessert,Spice",Lounge
873,50,Female,3,5,1,1,Fruity,Retail
874,54,Female,3,2,3,0,"Fruity,Dessert,Beverage",Lounge
875,44,Male,4,4,5,0,"Fruity,Beverage,Dessert",Online
876,50,Male,4,3,3,0,"Tobacco,Menthol",Online
877,21,Female,4,3,4,1,"Beverage,Fruity",Online
878,39,Male,3,2,14,1,Spice,Online
879,19,Male,4,3,3,1,Spice,Retail
880,27,Male,1,3,4,0,"Menthol,Fruity",Online
881,22,Male,5,1,14,0,"Spice,Menthol,Tobacco",Online
882,27,Male,5,4,13,0,"Menthol,Tobacco",Retail
883,50,Male,2,4,13,0,"Spice,Beverage",Retail
884,30,Male,2,1,1,0,Beverage,Online
885,48,Female,5,1,12,0,Tobacco,Retail
886,53,Male,1,3,8,0,"Dessert,Fruity",Online
887,41,Female,3,5,4,0,Dessert,Online
888,32,Male,3,3,7,0,"Beverage,Dessert",Retail
889,46,Male,1,1,2,0,Spice,Retail
890,25,Female,3,4,2,0,"Fruity,Menthol",Online
891,22,Male,4,3,6,0,Dessert,Retail
892,46,Male,5,5,14,1,"Fruity,Spice",Online
893,21,Female,5,3,2,0,"Menthol,Tobacco",Online
894,29,Female,1,2,6,0,Fruity,Online
895,19,Male,3,3,11,0,Menthol,Retail
896,44,Male,2,1,2,0,Spice,Retail
897,48,Female,2,4,4,0,"Menthol,Fruity,Spice",Online
898,53,Male,3,4,7,0,Dessert,Online
899,53,Female,2,1,8,1,"Beverage,Tobacco",Retail
900,43,Female,1,2,3,0,"Dessert,Tobacco,Spice",Online
901,44,Other,1,1,14,0,"Spice,Dessert",Online
902,22,Male,3,3,13,1,Dessert,Retail
903,37,Female,2,1,9,0,"Dessert,Tobacco,Spice",Online
904,28,Male,1,1,2,0,Beverage,Retail
905,27,Male,1,2,8,1,"Menthol,Fruity",Online
906,23,Male,4,3,8,1,"Dessert,Beverage,Spice",Retail
907,25,Female,4,5,13,0,"Beverage,Menthol",Online
908,40,Male,1,5,14,1,"Menthol,Beverage",Retail
909,43,Male,3,4,4,0,Tobacco,Online
910,29,Male,5,1,1,0,Tobacco,Retail
911,43,Female,5,4,13,1,"Dessert,Tobacco",Retail
912,30,Female,1,2,1,0,Fruity,Online
913,35,Female,1,5,2,0,"Fruity,Spice,Menthol",Online
914,42,Male,1,1,14,1,"Spice,Fruity,Tobacco",Retail
915,50,Male,3,2,12,1,"Dessert,Menthol,Fruity",Lounge
916,29,Female,4,2,14,0,"Dessert,Spice",Online
917,53,Male,1,1,9,1,"Dessert,Tobacco",Online
918,21,Male,1,2,13,0,"Tobacco,Fruity,Beverage",Retail
919,22,Female,2,1,2,1,"Fruity,Beverage,Dessert",Online
920,54,Other,3,1,2,0,"Menthol,Spice",Lounge
921,25,Female,1,3,6,0,Tobacco,Retail
922,45,Female,2,4,7,0,Beverage,Retail
923,48,Female,5,2,13,0,"Tobacco,Menthol",Online
924,26,Male,1,2,7,0,"Spice,Dessert",Online
925,46,Female,1,3,13,1,"Beverage,Menthol,Tobacco",Retail
926,31,Other,2,3,9,1,Dessert,Lounge
927,39,Male,3,3,6,0,Tobacco,Lounge
928,28,Female,1,5,14,0,Beverage,Online
929,40,Female,5,5,8,0,Spice,Online
930,18,Female,1,5,11,1,Beverage,Online
931,54,Female,5,1,6,1,"Dessert,Beverage",Retail
932,38,Female,4,2,2,1,"Menthol,Fruity",Online
933,43,Female,4,4,1,1,"Tobacco,Menthol",Online
934,53,Male,5,1,5,0,Menthol,Online
935,40,Female,3,2,14,0,Tobacco,Online
936,18,Male,1,2,9,1,"Tobacco,Menthol",Lounge
937,32,Male,1,3,8,1,"Menthol,Dessert,Beverage",Online
938,38,Male,4,3,14,0,Dessert,Online
939,26,Male,5,1,13,0,"Tobacco,Menthol,Beverage",Online
940,26,Male,1,3,4,1,Tobacco,Online
941,27,Female,1,2,5,0,"Fruity,Tobacco,Menthol",Online
942,43,Female,3,3,13,0,"Dessert,Spice,Fruity",Online
943,52,Female,2,5,5,1,Beverage,Retail
944,42,Male,4,3,6,0,"Dessert,Tobacco",Online
945,43,Female,4,2,3,0,Beverage,Online
946,28,Female,2,1,5,1,"Menthol,Fruity,Spice",Online
947,19,Female,1,4,2,1,"Beverage,Dessert",Retail
948,24,Male,3,3,10,1,"Fruity,Tobacco",Retail
949,35,Male,3,2,1,0,"Tobacco,Dessert",Retail
950,44,Male,4,4,11,0,"Fruity,Menthol,Tobacco",Retail
951,51,Male,3,4,1,1,Beverage,Retail
952,44,Male,2,5,10,1,"Spice,Beverage",Online
953,34,Female,1,4,7,0,Fruity,Lounge
954,41,Male,2,2,2,1,Beverage,Online
955,42,Male,5,2,4,0,"Dessert,Fruity",Online
956,24,Male,4,3,5,0,Fruity,Retail
957,23,Male,3,3,7,0,Beverage,Online
958,41,Male,5,3,2,0,"Fruity,Spice,Dessert",Lounge
959,50,Male,3,4,14,0,Tobacco,Online
960,46,Male,1,4,6,1,"Fruity,Spice",Retail
961,39,Female,1,5,1,1,Menthol,Retail
962,43,Other,1,3,7,1,Fruity,Lounge
963,45,Male,3,1,9,0,Beverage,Lounge
964,38,Male,5,5,5,0,"Tobacco,Menthol",Retail
965,24,Female,1,1,5,0,"Beverage,Menthol",Retail
966,34,Male,5,4,4,0,Fruity,Online
967,37,Male,3,5,3,1,Menthol,Online
968,37,Female,5,5,9,1,"Beverage,Menthol,Dessert",Retail
969,39,Male,3,2,5,1,Fruity,Lounge
970,45,Female,3,4,8,0,"Beverage,Dessert,Tobacco",Retail
971,24,Female,4,4,9,0,Dessert,Lounge
972,18,Male,3,5,5,1,"Spice,Tobacco",Retail
973,49,Male,3,4,10,0,Spice,Online
974,30,Female,2,5,9,1,"Menthol,Tobacco,Beverage",Online
975,47,Male,1,2,2,1,"Tobacco,Dessert",Online
976,40,Male,4,5,9,0,"Beverage,Fruity",Online
977,36,Female,4,4,11,1,Tobacco,Retail
978,49,Male,4,4,4,1,"Beverage,Menthol",Lounge
979,47,Male,2,5,6,0,"Tobacco,Fruity",Retail
980,46,Female,3,5,6,1,Tobacco,Online
981,46,Male,1,5,6,0,Beverage,Online
982,47,Female,5,3,2,0,"Menthol,Tobacco,Fruity",Online
983,33,Female,3,4,7,1,Beverage,Online
984,36,Female,2,4,13,1,"Menthol,Fruity",Online
985,35,Male,3,3,6,0,"Dessert,Fruity",Online
986,18,Other,3,5,11,0,"Fruity,Dessert,Beverage",Online
